query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
147,How many rows have g3 less than 0.111?,0.794007125837763,"""The result is [DP]642[/DP].""","""The result is 642.9.""","""The result is 642.0.""","""The result is 656.8.""","""The result is 652.0.""","""The result is [DP]999.8635[/DP].""","""The result is [DP]917.3976[/DP].""","""The result is [DP]475.8481[/DP].""","""The result is [DP]0.117[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]825.7537[/DP]."""
148,How many rows have p4 equal to -1.8?,1.0368546195518356,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 3.65.""","""The result is 3.0.""","""The result is [DP]0.0072[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0012[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP]."""
149,How many rows have tau3 less than 1.762?,1.350541224549904,"""The result is [DP]1328[/DP].""","""The result is 1328.6.""","""The result is 1328.0.""","""The result is 1324.94.""","""The result is 1325.0.""","""The result is [DP]999.9989[/DP].""","""The result is [DP]884.2296[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9986[/DP]."""
150,How many rows have p3 less than -0.869?,0.21977188989255456,"""7540""","""7540""","""7540""","""7540""","""7540""","""1000.0""","""0.0""","""999.9999""","""999.9389""","""0.0""","""999.9819"""
151,How many rows have tau4 greater than 2.664?,0.9145856197269706,"""7723""","""7723""","""7723""","""7723""","""7723""","""999.9994""","""nan""","""999.9997""","""1000.0""","""0.0""","""999.9999"""
152,How many rows have tau1 greater than 2.665?,0.21977188989255456,"""The result is [DP]7721[/DP].""","""The result is 7718.24.""","""The result is 7721.0.""","""The result is 7685.1.""","""The result is 7701.0.""","""The result is [DP]999.9987[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]966.2327[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
153,How many rows have tau3 greater than 2.869?,0.4216476246561033,"""The result is [DP]7506[/DP].""","""The result is 7503.01.""","""The result is 7505.0.""","""The result is 7507.34.""","""The result is 7504.0.""","""The result is [DP]999.9995[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]992.4632[/DP].""","""The result is [DP]303.8101[/DP].""","""The result is [DP]1000.0[/DP]."""
154,How many rows have tau4 less than 2.111?,0.794007125837763,"""The result is [DP]1696[/DP].""","""The result is 1694.42.""","""The result is 1696.0.""","""The result is 1698.4.""","""The result is 1692.0.""","""The result is [DP]999.9962[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9954[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
155,How many rows have tau1 equal to 6.588?,0.918142078633442,"""0""","""0""","""0""","""0""","""0""","""0.0075""","""nan""","""0.0011""","""29.4373""","""0.0""","""0.0156"""
156,How many rows have p3 equal to -1.52?,0.8993786248373329,"""The result is [DP]0[/DP].""","""The result is 0.91.""","""The result is 0.""","""The result is 3.49.""","""The result is 3.0.""","""The result is [DP]0.0154[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0009[/DP].""","""The result is [DP]0.0017[/DP].""","""The result is [DP]734.6765[/DP].""","""The result is [DP]0.0199[/DP]."""
157,How many rows have g1 greater than 0.056?,0.5370197253372814,"""9937""","""9937""","""9937""","""9937""","""9937""","""999.9857""","""nan""","""999.9946""","""999.7951""","""nan""","""999.999"""
158,How many rows have p2 equal to -1.305?,0.9145856197269706,"""The result is [DP]0[/DP].""","""The result is 0.67.""","""The result is 1.0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]982.2862[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0019[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP]."""
159,How many rows have p4 less than -1.814?,0.9181457884751146,"""The result is [DP]1240[/DP].""","""The result is 1240.59.""","""The result is 1241.0.""","""The result is 1234.79.""","""The result is 1239.0.""","""The result is [DP]999.3624[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.999[/DP].""","""The result is [DP]999.998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
160,How many rows have g3 less than 0.167?,0.5370197253372814,"""The result is [DP]1232[/DP].""","""The result is 1231.67.""","""The result is 1233.0.""","""The result is 1235.99.""","""The result is 1230.0.""","""The result is [DP]999.9831[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9986[/DP]."""
161,What is the average value of stab?,0.45188719028566016,"""The result is [DP]0.02[/DP].""","""The result is 8.18.""","""The result is 1.02.""","""The result is 0.""","""The result is 6.02.""","""The result is [DP]0.0386[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.2744[/DP].""","""The result is [DP]0.0103[/DP].""","""The result is [DP]972.9351[/DP].""","""The result is [DP]0.2824[/DP]."""
162,How many rows have tau4 equal to 5.819?,0.23211822891717815,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]1.0668[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0225[/DP]."""
163,How many rows have tau4 equal to 9.195?,0.7715746304029494,"""The result is [DP]0[/DP].""","""The result is 1.62.""","""The result is 0.""","""The result is 7.49.""","""The result is 1.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]596.7059[/DP].""","""The result is [DP]0.0004[/DP]."""
164,How many rows have g4 greater than 0.864?,1.0368546195518356,"""1432""","""1432""","""1432""","""1432""","""1432""","""999.9999""","""nan""","""999.9989""","""1000.0""","""nan""","""999.9999"""
165,How many rows have g3 less than 0.215?,0.9189598761607718,"""The result is [DP]1737[/DP].""","""The result is 1735.98.""","""The result is 1736.0.""","""The result is 1738.04.""","""The result is 1736.0.""","""The result is [DP]999.4414[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9866[/DP]."""
166,How many rows have g2 greater than 0.701?,0.8993786248373329,"""The result is [DP]3147[/DP].""","""The result is 3147.46.""","""The result is 3147.0.""","""The result is 3147.92.""","""The result is 3143.0.""","""The result is [DP]999.9945[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9984[/DP]."""
167,How many rows have p2 less than -0.506?,0.1,"""The result is [DP]9960[/DP].""","""The result is 9958.94.""","""The result is 9960.0.""","""The result is 9909.88.""","""The result is 9937.0.""","""The result is [DP]999.9996[/DP].""","""The result is [DP]634.6867[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]89.6714[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9997[/DP]."""
168,How many rows have tau3 equal to 7.446?,0.1,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 30.85.""","""The result is 0.""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0008[/DP]."""
169,How many rows have tau2 equal to 2.288?,0.5370197253372814,"""The result is [DP]0[/DP].""","""The result is 3.3.""","""The result is 0.""","""The result is 0.""","""The result is 5.0.""","""The result is [DP]26.5505[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0007[/DP].""","""The result is [DP]813.4987[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0022[/DP]."""
170,How many rows have p4 greater than -1.132?,0.8993786248373329,"""4213""","""4213""","""4213""","""4213""","""4213""","""999.9998""","""330.0473""","""999.9995""","""1000.0""","""nan""","""999.9847"""
171,How many rows have tau1 equal to 4.122?,0.8617224173568258,"""The result is [DP]0[/DP].""","""The result is 1.89.""","""The result is 0.""","""The result is 0.""","""The result is 1.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0017[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0002[/DP]."""
172,How many rows have p4 less than -0.897?,0.918142078633442,"""The result is [DP]7353[/DP].""","""The result is 7351.8.""","""The result is 7353.0.""","""The result is 7360.93.""","""The result is 7344.0.""","""The result is [DP]999.9891[/DP].""","""The result is [DP]689.9063[/DP].""","""The result is [DP]999.998[/DP].""","""The result is [DP]5.2903[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
173,How many rows have p4 equal to -0.58?,0.5370197253372814,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 3.86.""","""The result is 7.0.""","""The result is [DP]0.0088[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0108[/DP]."""
174,How many rows have g2 equal to 0.193?,1.0368546195518356,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0101[/DP].""","""The result is [DP]957.528[/DP].""","""The result is [DP]514.4789[/DP].""","""The result is [DP]0.0034[/DP]."""
175,How many rows have g2 equal to 0.096?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 3.09.""","""The result is 1.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0004[/DP].""","""The result is [DP]0.0122[/DP].""","""The result is [DP]349.7712[/DP].""","""The result is [DP]0.0103[/DP]."""
176,How many rows have g2 greater than 0.98?,0.9189598761607718,"""The result is [DP]210[/DP].""","""The result is 209.64.""","""The result is 208.0.""","""The result is 215.97.""","""The result is 209.0.""","""The result is [DP]993.3931[/DP].""","""The result is [DP]478.8927[/DP].""","""The result is [DP]278.1007[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]14.2019[/DP]."""
177,How many rows have p4 less than -1.311?,0.25312319302722175,"""The result is [DP]4594[/DP].""","""The result is 4587.4.""","""The result is 4594.0.""","""The result is 4651.43.""","""The result is 4605.0.""","""The result is [DP]999.9997[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9975[/DP].""","""The result is [DP]993.854[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9969[/DP]."""
178,How many rows have p4 greater than -1.825?,0.5226303807974494,"""8833""","""8833""","""8833""","""8833""","""8833""","""1000.0""","""0.0""","""999.9995""","""1000.0""","""968.5375""","""1000.0"""
179,How many rows have p1 greater than 3.148?,0.25312319302722175,"""The result is [DP]7792[/DP].""","""The result is 7784.89.""","""The result is 7791.0.""","""The result is 7810.28.""","""The result is 7809.0.""","""The result is [DP]999.0272[/DP].""","""The result is [DP]256.1838[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]8.3239[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9986[/DP]."""
180,How many rows have p1 greater than 3.213?,0.794007125837763,"""The result is [DP]7521[/DP].""","""The result is 7523.11.""","""The result is 7522.0.""","""The result is 7513.23.""","""The result is 7516.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]772.3948[/DP].""","""The result is [DP]999.9978[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
181,How many rows have g1 greater than 0.673?,1.350541224549904,"""3442""","""3442""","""3442""","""3442""","""3442""","""1000.0""","""0.0""","""999.9998""","""999.9995""","""nan""","""999.9995"""
182,How many rows have tau2 greater than 3.462?,0.21977188989255456,"""The result is [DP]6882[/DP].""","""The result is 6876.37.""","""The result is 6882.0.""","""The result is 6888.78.""","""The result is 6888.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]621.6272[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]481.1883[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
183,How many rows have g3 equal to 0.363?,0.23211822891717815,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 28.34.""","""The result is 0.""","""The result is [DP]9.3844[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0096[/DP].""","""The result is [DP]0.0007[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP]."""
184,How many rows have tau4 less than 6.962?,1.0368546195518356,"""The result is [DP]6802[/DP].""","""The result is 6803.05.""","""The result is 6802.0.""","""The result is 6799.26.""","""The result is 6800.0.""","""The result is [DP]998.6531[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9966[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
185,How many rows have p2 equal to -1.748?,0.9181457884751146,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 1.02.""","""The result is 1.0.""","""The result is [DP]0.002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0078[/DP].""","""The result is [DP]7.4996[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0006[/DP]."""
186,How many rows have p3 less than -1.621?,0.7715746304029494,"""The result is [DP]2526[/DP].""","""The result is 2527.08.""","""The result is 2524.0.""","""The result is 2525.29.""","""The result is 2519.0.""","""The result is [DP]999.9092[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.3201[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
187,How many rows have g1 equal to 0.931?,0.7715746304029494,"""The result is [DP]0[/DP].""","""The result is 0.93.""","""The result is 0.""","""The result is 6.23.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0255[/DP]."""
188,How many rows have g4 less than 0.742?,0.21977188989255456,"""The result is [DP]7284[/DP].""","""The result is 7285.62.""","""The result is 7284.0.""","""The result is 7284.04.""","""The result is 7267.0.""","""The result is [DP]153.5622[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9973[/DP].""","""The result is [DP]135.7683[/DP].""","""The result is [DP]95.8176[/DP].""","""The result is [DP]999.9999[/DP]."""
189,How many rows have tau4 equal to 8.127?,0.918142078633442,"""The result is [DP]0[/DP].""","""The result is 1.02.""","""The result is 1.0.""","""The result is 3.45.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]772.5782[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
190,How many rows have p1 greater than 3.222?,0.9145856197269706,"""The result is [DP]7477[/DP].""","""The result is 7475.7.""","""The result is 7477.0.""","""The result is 7487.42.""","""The result is 7475.0.""","""The result is [DP]999.4497[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]999.8087[/DP].""","""The result is [DP]746.273[/DP].""","""The result is [DP]999.9864[/DP]."""
191,How many rows have p2 equal to -1.087?,0.5226303807974494,"""The result is [DP]0[/DP].""","""The result is 0.19.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]117.1004[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0006[/DP]."""
192,How many rows have g2 less than 0.753?,0.21977188989255456,"""The result is [DP]7400[/DP].""","""The result is 7389.04.""","""The result is 7397.0.""","""The result is 7402.88.""","""The result is 7387.0.""","""The result is [DP]999.9965[/DP].""","""The result is [DP]287.9341[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.9493[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9686[/DP]."""
193,How many rows have p4 greater than -1.446?,0.21977188989255456,"""The result is [DP]6306[/DP].""","""The result is 6302.52.""","""The result is 6306.0.""","""The result is 6311.05.""","""The result is 6321.0.""","""The result is [DP]999.9751[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]998.7847[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
194,How many rows have p1 less than 3.253?,0.23211822891717815,"""The result is [DP]2647[/DP].""","""The result is 2640.61.""","""The result is 2647.0.""","""The result is 2618.47.""","""The result is 2635.0.""","""The result is [DP]999.9761[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9932[/DP].""","""The result is [DP]8.0587[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP]."""
195,How many rows have p4 equal to -1.674?,1.350541224549904,"""The result is [DP]0[/DP].""","""The result is 2.16.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0016[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.193[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0002[/DP]."""
196,How many rows have p4 less than -1.52?,0.8993786248373329,"""The result is [DP]3200[/DP].""","""The result is 3203.63.""","""The result is 3201.0.""","""The result is 3199.84.""","""The result is 3199.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]994.0188[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9984[/DP]."""
197,How many rows have g3 less than 0.206?,0.21977188989255456,"""1642""","""1642""","""1642""","""1642""","""1642""","""999.748""","""0.0""","""999.9987""","""1000.0""","""0.0""","""999.9994"""
198,How many rows have tau1 less than 2.17?,0.794007125837763,"""1758""","""1758""","""1758""","""1758""","""1758""","""943.5159""","""nan""","""999.9979""","""1000.0""","""0.0""","""999.998"""
199,How many rows have g1 greater than 0.997?,0.25312319302722175,"""31""","""31""","""31""","""31""","""31""","""0.0001""","""nan""","""39.8383""","""0.2742""","""nan""","""269.2148"""
200,How many rows have p4 greater than -1.398?,1.350541224549904,"""The result is [DP]5987[/DP].""","""The result is 5985.87.""","""The result is 5987.0.""","""The result is 5992.34.""","""The result is 5983.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9963[/DP].""","""The result is [DP]234.7916[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9966[/DP]."""
201,How many rows have g3 less than 0.605?,0.9181457884751146,"""The result is [DP]5842[/DP].""","""The result is 5842.08.""","""The result is 5844.0.""","""The result is 5842.1.""","""The result is 5843.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]110.3855[/DP].""","""The result is [DP]999.996[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9979[/DP]."""
202,How many rows have tau3 less than 8.315?,1.350541224549904,"""8226""","""8226""","""8226""","""8226""","""8226""","""877.154""","""0.0""","""999.9997""","""999.9997""","""nan""","""999.9952"""
203,How many rows have tau1 less than 6.198?,0.918142078633442,"""5998""","""5998""","""5998""","""5998""","""5998""","""999.9994""","""0.0""","""999.9997""","""999.7314""","""0.0""","""999.9997"""
204,How many rows have p1 greater than 4.91?,0.1,"""The result is [DP]627[/DP].""","""The result is 628.24.""","""The result is 627.0.""","""The result is 716.46.""","""The result is 642.0.""","""The result is [DP]0.6344[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]954.3208[/DP].""","""The result is [DP]999.941[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]973.2559[/DP]."""
205,How many rows have g3 greater than 0.766?,0.23211822891717815,"""2463""","""2463""","""2463""","""2463""","""2463""","""1000.0""","""0.0""","""999.9977""","""1000.0""","""0.0""","""1000.0"""
206,How many rows have tau3 greater than 4.591?,0.25312319302722175,"""The result is [DP]5694[/DP].""","""The result is 5690.8.""","""The result is 5694.0.""","""The result is 5699.5.""","""The result is 5691.0.""","""The result is [DP]999.9113[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]999.9939[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.996[/DP]."""
207,How many rows have g2 less than 0.404?,0.8993786248373329,"""The result is [DP]3727[/DP].""","""The result is 3725.64.""","""The result is 3730.0.""","""The result is 3719.2.""","""The result is 3735.0.""","""The result is [DP]999.5191[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]998.0368[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9885[/DP]."""
208,How many rows have tau4 greater than 7.07?,0.25312319302722175,"""The result is [DP]3084[/DP].""","""The result is 3080.05.""","""The result is 3085.0.""","""The result is 3112.81.""","""The result is 3056.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9938[/DP]."""
209,How many rows have p2 equal to -1.354?,0.23211822891717815,"""The result is [DP]0[/DP].""","""The result is 5.13.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]342.1544[/DP].""","""The result is [DP]853.9522[/DP].""","""The result is [DP]0.0008[/DP].""","""The result is [DP]1.591[/DP].""","""The result is [DP]710.8207[/DP].""","""The result is [DP]0.0179[/DP]."""
210,How many rows have g2 equal to 0.789?,0.7715746304029494,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0124[/DP]."""
211,How many rows have tau4 greater than 1.588?,0.9181457884751146,"""The result is [DP]8855[/DP].""","""The result is 8856.01.""","""The result is 8855.0.""","""The result is 8846.47.""","""The result is 8858.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9979[/DP]."""
212,How many rows have tau4 less than 6.403?,0.45188719028566016,"""The result is [DP]6213[/DP].""","""The result is 6214.64.""","""The result is 6212.0.""","""The result is 6212.95.""","""The result is 6222.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9805[/DP].""","""The result is [DP]999.9956[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
213,How many rows have tau3 greater than 6.788?,0.794007125837763,"""The result is [DP]3381[/DP].""","""The result is 3379.05.""","""The result is 3382.0.""","""The result is 3383.2.""","""The result is 3391.0.""","""The result is [DP]999.9995[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9659[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]865.0092[/DP].""","""The result is [DP]999.9832[/DP]."""
214,How many rows have p4 less than -1.026?,0.23211822891717815,"""The result is [DP]6494[/DP].""","""The result is 6497.78.""","""The result is 6494.0.""","""The result is 6485.93.""","""The result is 6495.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
215,How many rows have g4 equal to 0.569?,0.5226303807974494,"""The result is [DP]0[/DP].""","""The result is 1.21.""","""The result is 0.""","""The result is 6.6.""","""The result is 8.0.""","""The result is [DP]480.0337[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0004[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0133[/DP]."""
216,How many rows have tau4 greater than 1.952?,0.1,"""The result is [DP]8472[/DP].""","""The result is 8475.01.""","""The result is 8471.0.""","""The result is 8429.44.""","""The result is 8557.0.""","""The result is [DP]494.2703[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.992[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP]."""
217,How many rows have tau1 equal to 8.615?,0.4216476246561033,"""0""","""0""","""0""","""0""","""0""","""0.0""","""425.3032""","""0.0013""","""0.0019""","""nan""","""0.0012"""
218,How many rows have stabf equal to 'stable'?,0.1,"""The result is [DP]3620[/DP].""","""The result is 3589.15.""","""The result is 3620.0.""","""The result is 3651.1.""","""The result is 3589.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP]."""
219,How many rows have g2 greater than 0.732?,0.45188719028566016,"""The result is [DP]2821[/DP].""","""The result is 2819.33.""","""The result is 2821.0.""","""The result is 2820.01.""","""The result is 2825.0.""","""The result is [DP]999.5217[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9868[/DP]."""
220,How many rows have p4 equal to -1.757?,1.350541224549904,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 0.""","""The result is 1.0.""","""The result is [DP]0.0013[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0044[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
221,How many rows have p1 less than 2.032?,0.794007125837763,"""The result is [DP]84[/DP].""","""The result is 83.16.""","""The result is 86.0.""","""The result is 88.51.""","""The result is 87.0.""","""The result is [DP]0.0597[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]31.2022[/DP].""","""The result is [DP]760.2617[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]31.3865[/DP]."""
222,How many rows have g2 less than 0.486?,0.23211822891717815,"""The result is [DP]4590[/DP].""","""The result is 4600.54.""","""The result is 4590.0.""","""The result is 4633.39.""","""The result is 4594.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]784.5247[/DP].""","""The result is [DP]999.9918[/DP].""","""The result is [DP]995.8366[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
223,How many rows have p4 greater than -1.043?,0.8993786248373329,"""The result is [DP]3620[/DP].""","""The result is 3619.62.""","""The result is 3619.0.""","""The result is 3627.87.""","""The result is 3619.0.""","""The result is [DP]999.993[/DP].""","""The result is [DP]980.9647[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP]."""
